Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,paint_color,Brand_id,Model_id,Fuel_Type_id,Transmission_id,Owner_Type_id,paint_color_id
Maruti,Swift,2016,69000,Diesel,Manual,First,19,1248,5,479000,white,18,169,1,1,0,10
Skoda,Rapid,2018,5833,Diesel,Manual,First,21,1498,5,1192000,white,25,142,1,1,0,10
Audi,Q7,2016,28733,Diesel,Automatic,Second,12,2967,7,5311000,white,1,137,1,0,2,10
Maruti,Wagon R,2006,145000,Petrol,Manual,First,19,998,5,114999,white,18,189,4,1,0,10
Honda,City,2014,71000,Diesel,Manual,First,25,1498,5,745000,white,9,44,1,1,0,10
Hyundai,EON,2017,12000,Petrol,Manual,First,21,814,5,350000,red,10,61,4,1,0,8
Mercedes-Benz,E-Class,2018,21603,Diesel,Automatic,First,13,2987,5,7015000,red,19,60,1,0,0,8
Hyundai,Santro,2011,65000,Petrol,Manual,Second,0,0,0,315000,red,10,159,4,1,2,8
BMW,3,2013,58000,Diesel,Automatic,First,13,1995,5,1950000,red,2,2,1,0,0,8
BMW,3,2012,39000,Petrol,Automatic,Second,12,1995,5,1500000,red,2,2,4,0,2,8
Mahindra,NuvoSport,2017,37712,Diesel,Manual,First,17,1493,7,757000,red,17,120,1,1,0,8
Maruti,Ritz,2012,68000,Petrol,Manual,First,19,1197,5,440000,red,18,145,4,1,0,8
BMW,X6,2016,25000,Diesel,Automatic,First,16,2993,5,6000000,red,2,194,1,0,0,8
Chevrolet,Beat,2010,30000,Petrol,Manual,First,19,1199,5,160000,red,4,26,4,1,0,8
Maruti,Swift,2014,68218,Petrol,Manual,First,19,1197,5,490000,red,18,169,4,1,0,8
Maruti,Ertiga,2014,52000,Diesel,Manual,First,21,1248,7,595000,white,18,69,1,1,0,10
Renault,Duster,2015,63591,Diesel,Manual,First,20,1461,5,535000,white,24,57,1,1,0,10
Honda,Amaze,2014,57937,Petrol,Automatic,First,16,1198,5,540000,white,9,16,4,0,0,10
Audi,A4,2015,21979,Diesel,Automatic,First,17,1968,5,2345000,green,1,10,1,0,0,4
Skoda,Octavia,2002,99000,Diesel,Manual,Second,19,1896,5,190000,black,25,121,1,1,2,0
Honda,Amaze,2016,62000,Diesel,Manual,First,26,1498,5,610000,black,9,16,1,1,0,0
Toyota,Innova,2006,127001,Diesel,Manual,First,13,2494,8,495000,red,28,98,1,1,0,8
Hyundai,EON,2013,84600,Petrol,Manual,Second,21,814,5,250000,red,10,61,4,1,2,8
Datsun,redi-GO,2018,30953,Petrol,Manual,First,23,799,5,348000,yellow,5,211,4,1,0,11
Maruti,Swift,2012,78000,Diesel,Manual,First,23,1248,5,440000,yellow,18,169,1,1,0,11
Mitsubishi,Pajero,2008,85000,Diesel,Manual,First,10,2835,6,799000,yellow,21,126,1,1,0,11
Volvo,S80,2008,79000,Diesel,Automatic,First,13,2400,5,1099000,white,30,151,1,0,0,10
Toyota,Fortuner,2014,79000,Diesel,Automatic,First,13,2982,7,1850000,green,28,79,1,0,0,4
Jeep,Compass,2018,48188,Diesel,Manual,First,16,1956,5,2169000,white,14,48,1,1,0,10
Maruti,Swift,2014,67557,Diesel,Manual,First,23,1248,5,517000,yellow,18,169,1,1,0,11
Hyundai,Verna,2011,103814,Diesel,Manual,Second,22,1582,5,450000,red,10,184,1,1,2,8
Mahindra,Scorpio,2014,45128,Diesel,Manual,First,12,2179,8,675000,grey,17,161,1,1,0,5
Hyundai,i10,2013,56075,Petrol,Manual,First,20,1086,5,312000,black,10,209,4,1,0,0
Toyota,Innova,2011,166000,Diesel,Manual,First,13,2494,8,825000,white,28,98,1,1,0,10
Toyota,Innova,2017,65367,Diesel,Automatic,First,11,2755,7,2014000,white,28,98,1,0,0,10
Toyota,Innova,2013,114708,Diesel,Manual,First,13,2494,8,1260000,silver,28,98,1,1,0,9
Maruti,Swift,2015,35082,Diesel,Manual,First,23,1248,5,661000,red,18,169,1,1,0,8
Hyundai,Creta,2016,38593,Diesel,Automatic,First,17,1582,5,1323000,brown,10,53,1,0,0,2
Toyota,Innova,2008,70700,Diesel,Manual,First,13,2494,8,475000,brown,28,98,1,1,0,2
Volkswagen,Vento,2011,83000,Diesel,Manual,Second,21,1598,5,290000,brown,29,181,1,1,2,2
Chevrolet,Tavera,2015,120000,Diesel,Manual,First,15,2499,10,550000,brown,4,172,1,1,0,2
Mahindra,Ssangyong,2014,91586,Diesel,Automatic,Second,11,2696,7,947000,silver,17,165,1,0,2,9
Hyundai,i10,2008,38235,Petrol,Manual,First,20,1197,5,195000,grey,10,209,4,1,0,5
Hyundai,i10,2011,37000,Petrol,Manual,First,20,1197,5,220000,blue,10,209,4,1,0,1
Hyundai,Santro,2006,50888,Petrol,Manual,First,17,1086,5,114999,yellow,10,159,4,1,0,11
Honda,Amaze,2013,44000,Petrol,Manual,Second,18,1198,5,434999,brown,9,16,4,1,2,2
Maruti,Celerio,2016,54000,Petrol,Automatic,First,23,998,5,450000,silver,18,42,4,0,0,9
Hyundai,Grand,2013,90000,Petrol,Manual,First,19,1197,5,355000,silver,10,91,4,1,0,9
Maruti,Swift,2015,35000,Diesel,Manual,First,19,1248,5,475000,grey,18,169,1,1,0,5
Hyundai,i10,2012,47324,Petrol,Manual,Second,20,1197,5,451999,grey,10,209,4,1,2,5
BMW,X1,2012,65148,Diesel,Automatic,First,15,1995,5,1275000,black,2,191,1,0,0,0
Audi,A4,2014,57773,Diesel,Automatic,Second,17,1968,5,2004000,silver,1,10,1,0,2,9
Nissan,Terrano,2014,87000,Diesel,Manual,First,20,1461,5,650000,silver,22,174,1,1,0,9
Mitsubishi,Montero,2007,179032,Diesel,Manual,First,12,3200,7,750000,blue,21,115,1,1,0,1
Maruti,Wagon R,2016,8000,Petrol,Automatic,First,23,998,5,415000,red,18,189,4,0,0,8
Honda,Civic,2007,77000,Petrol,Manual,First,14,1799,5,250000,red,9,45,4,1,0,8
Hyundai,i20,2016,20600,Petrol,Manual,First,19,1197,5,540000,grey,10,210,4,1,0,5
Maruti,Alto,2016,13198,Petrol,Manual,First,24,998,5,315000,red,18,15,4,1,0,8
Audi,Q7,2015,21000,Diesel,Automatic,Second,12,2967,7,5250000,red,1,137,1,0,2,8
Hyundai,i20,2016,38000,Petrol,Manual,First,19,1197,5,595000,red,10,210,4,1,0,8
Tata,Tiago,2019,15379,Petrol,Automatic,First,24,1199,5,697000,silver,27,176,4,0,0,9
Hyundai,i10,2011,60000,Petrol,Manual,First,20,1197,5,320000,silver,10,209,4,1,0,9
Hyundai,Santro,2007,70000,Petrol,Manual,First,0,1086,5,112000,blue,10,159,4,1,0,1
Renault,Duster,2013,75371,Diesel,Manual,First,20,1461,5,669000,black,24,57,1,1,0,0
Tata,Xenon,2014,60000,Diesel,Manual,Second,13,2179,5,590000,brown,27,203,1,1,2,2
Hyundai,i20,2009,30675,Petrol,Manual,First,19,1197,5,225000,silver,10,210,4,1,0,9
Maruti,Swift,2013,22000,Diesel,Manual,First,23,1248,5,450000,custom,18,169,1,1,0,3
Hyundai,EON,2015,55000,Petrol,Manual,First,22,814,5,261000,black,10,61,4,1,0,0
Mercedes-Benz,New,2010,74213,Diesel,Automatic,First,15,2143,5,1150000,white,19,118,1,0,0,10
Mini,Cooper,2016,15000,Petrol,Automatic,First,17,1998,4,3500000,brown,20,50,4,0,0,2
Tata,Nano,2010,57000,Petrol,Manual,First,26,624,4,50000,black,27,117,4,1,0,0
Maruti,Ciaz,2015,62144,Diesel,Manual,Second,26,1248,5,575000,silver,18,43,1,1,2,9
Hyundai,Verna,2017,50000,Diesel,Manual,First,22,1582,5,1150000,silver,10,184,1,1,0,9
Hyundai,EON,2015,38000,Petrol,Manual,First,21,814,5,275000,silver,10,61,4,1,0,9
BMW,5,2016,30000,Diesel,Automatic,Second,18,1995,5,3150000,green,2,3,1,0,2,4
Honda,Brio,2016,38735,Petrol,Manual,First,19,1198,5,492000,yellow,9,31,4,1,0,11
Maruti,Ritz,2012,23598,Diesel,Manual,First,23,1248,5,352000,white,18,145,1,1,0,10
BMW,3,2014,70000,Diesel,Automatic,First,19,1995,5,1755000,blue,2,2,1,0,0,1
Maruti,Swift,2016,39000,Diesel,Manual,First,27,1248,5,580000,white,18,169,1,1,0,10
Maruti,Swift,2013,84175,Diesel,Manual,First,23,1248,5,695000,blue,18,169,1,1,0,1
Renault,Scala,2013,45000,Petrol,Manual,First,17,1498,5,240000,white,24,160,4,1,0,10
Chevrolet,Cruze,2013,59302,Diesel,Automatic,First,14,1998,5,525000,white,4,55,1,0,0,10
Maruti,Swift,2012,55002,Petrol,Manual,First,18,1298,5,425000,white,18,169,4,1,0,10
Tata,Indigo,2008,128813,Diesel,Manual,First,19,1396,5,150000,black,27,97,1,1,0,0
Hyundai,Grand,2016,46522,Diesel,Manual,First,24,1120,5,450000,black,10,91,1,1,0,0
Tata,Indica,2014,180000,Diesel,Manual,First,22,1248,5,250000,black,27,96,1,1,0,0
Ford,Fiesta,2006,89326,Diesel,Manual,Third,18,1399,5,155000,black,8,76,1,1,3,0
Renault,Duster,2016,54000,Diesel,Manual,First,20,1461,5,650000,black,24,57,1,1,0,0
BMW,5,2012,95000,Diesel,Automatic,Second,18,0,0,1800000,black,2,3,1,0,2,0
Hyundai,Grand,2015,66337,Diesel,Manual,First,24,1120,5,496000,black,10,91,1,1,0,0
Honda,Brio,2012,60000,Petrol,Manual,First,19,1198,5,325000,black,9,31,4,1,0,0
Audi,A4,2010,38001,Petrol,Automatic,First,12,1781,5,850000,black,1,10,4,0,0,0
Maruti,Alto,2014,73000,Petrol,Manual,Second,25,796,5,275000,black,18,15,4,1,2,0
Hyundai,Verna,2011,61000,Petrol,Manual,Second,16,1599,5,340000,black,10,184,4,1,2,0
Maruti,Ertiga,2013,120000,Diesel,Manual,First,21,1248,7,700000,black,18,69,1,1,0,0
Chevrolet,Optra,2012,71787,Petrol,Manual,First,13,1598,5,321000,black,4,124,4,1,0,0
Hyundai,Creta,2016,11554,Diesel,Manual,First,20,1582,5,1425000,black,10,53,1,1,0,0
Volkswagen,Vento,2014,90000,Diesel,Manual,First,20,1498,5,650000,black,29,181,1,1,0,0
Honda,City,2014,48104,Petrol,Manual,First,17,1497,5,549000,black,9,44,4,1,0,0
Hyundai,Getz,2005,91000,Petrol,Manual,Third,17,1341,5,80000,purple,10,90,4,1,3,7
Hyundai,Santro,2007,58815,Petrol,Manual,First,17,1086,5,199000,grey,10,159,4,1,0,5
Hyundai,Grand,2015,33931,Petrol,Automatic,Second,19,1197,5,591000,white,10,91,4,0,2,10
Hyundai,Grand,2019,13916,Petrol,Manual,First,19,1197,5,644000,blue,10,91,4,1,0,1
Maruti,Wagon R,2012,90400,CNG,Manual,First,26,998,5,290000,blue,18,189,0,1,0,1
Hyundai,Grand,2015,14000,Petrol,Manual,First,19,1197,5,459999,blue,10,91,4,1,0,1
Maruti,Swift,2007,121000,Diesel,Manual,Second,18,1248,5,235000,blue,18,169,1,1,2,1
Hyundai,i20,2016,17560,Petrol,Manual,First,19,1197,5,721000,blue,10,210,4,1,0,1
Renault,Duster,2016,60000,Diesel,Manual,First,20,1461,5,800000,white,24,57,1,1,0,10
Maruti,Swift,2009,88096,Diesel,Manual,Second,19,1248,5,350000,white,18,169,1,1,2,10
Toyota,Innova,2008,178280,Diesel,Manual,First,13,2494,8,590000,white,28,98,1,1,0,10
Tata,Nano,2015,19963,Petrol,Manual,Second,25,624,4,174000,white,27,117,4,1,2,10
Ford,Figo,2019,1000,Petrol,Manual,First,18,1196,5,680000,white,8,77,4,1,0,10
Hyundai,i20,2017,8000,Petrol,Manual,First,19,1197,5,750000,red,10,210,4,1,0,8
Honda,BRV,2016,9200,Petrol,Manual,First,15,1497,7,800000,red,9,24,4,1,0,8
Honda,Amaze,2015,29000,Diesel,Manual,First,27,1498,5,599000,red,9,16,1,1,0,8
Hyundai,Creta,2017,27000,Diesel,Manual,First,20,1582,5,1290000,red,10,53,1,1,0,8
Maruti,Baleno,2018,22900,Petrol,Manual,First,21,1197,5,700000,red,18,25,4,1,0,8
Audi,Q5,2014,50000,Diesel,Automatic,First,14,1968,5,3500000,red,1,136,1,0,0,8
Honda,Amaze,2015,60207,Diesel,Manual,First,26,1498,5,550000,red,9,16,1,1,0,8
BMW,X5,2010,101119,Diesel,Automatic,First,11,2993,5,1846000,red,2,193,1,0,0,8
Ford,Figo,2010,42000,Petrol,Manual,First,16,1196,5,240000,red,8,77,4,1,0,8
Maruti,Wagon R,2002,93000,Petrol,Manual,Third,19,998,5,100000,white,18,189,4,1,3,10
Hyundai,i10,2012,60000,Petrol,Manual,Second,20,1086,5,265000,silver,10,209,4,1,2,9
Skoda,Rapid,2015,66122,Diesel,Automatic,First,22,1498,5,596000,silver,25,142,1,0,0,9
Porsche,Panamera,2015,25100,Diesel,Automatic,First,18,2967,4,7500000,silver,23,127,1,0,0,9
Mercedes-Benz,CLA,2017,24733,Petrol,Automatic,First,15,1991,5,2715000,silver,19,33,4,0,0,9
Audi,A6,2008,41000,Petrol,Automatic,Second,10,2773,5,1050000,silver,1,11,4,0,2,9
Maruti,Ciaz,2015,30000,Petrol,Manual,First,21,1373,5,670000,silver,18,43,4,1,0,9
Ford,Ecosport,2013,36000,Diesel,Manual,First,23,1498,5,490000,silver,8,63,1,1,0,9
Mahindra,Bolero,2017,40279,Diesel,Manual,First,17,1493,7,800000,silver,17,28,1,1,0,9
Maruti,Alto,2018,46805,Petrol,Manual,First,24,998,5,363000,black,18,15,4,1,0,0
Maruti,Swift,2015,60000,Petrol,Manual,First,18,1197,5,480000,black,18,169,4,1,0,0
Tata,Zest,2017,100000,Petrol,Manual,First,18,1193,5,425000,black,27,208,4,1,0,0
Maruti,Swift,2014,32986,Petrol,Manual,First,16,0,0,424000,black,18,169,4,1,0,0
Ford,Endeavour,2018,51530,Diesel,Automatic,First,11,3198,7,3027000,grey,8,67,1,0,0,5
Mercedes-Benz,New,2013,81456,Diesel,Manual,First,16,2148,5,1425000,grey,19,118,1,1,0,5
Hyundai,i10,2012,37229,Petrol,Automatic,First,17,1197,5,341000,grey,10,209,4,0,0,5
Honda,City,2009,73200,Petrol,Manual,First,17,1497,5,278000,black,9,44,4,1,0,0
Skoda,Octavia,2015,71826,Diesel,Automatic,First,19,1968,5,1550000,black,25,121,1,0,0,0
Tata,Indica,2017,129000,Diesel,Manual,First,25,1396,5,300000,black,27,96,1,1,0,0
Maruti,Wagon R,2012,82000,Petrol,Manual,First,19,998,5,229999,black,18,189,4,1,0,0
Hyundai,Creta,2017,40459,Diesel,Manual,First,20,1582,5,1328000,black,10,53,1,1,0,0
Maruti,A-Star,2009,61964,Petrol,Manual,First,19,998,5,225000,grey,18,8,4,1,0,5
Maruti,Wagon R,2011,15466,Petrol,Manual,First,23,998,5,336000,orange,18,189,4,1,0,6
Honda,Mobilio,2014,23000,Petrol,Manual,First,17,1497,7,425000,orange,9,114,4,1,0,6
Hyundai,i10,2012,43766,Petrol,Manual,First,20,1197,5,430000,orange,10,209,4,1,0,6
Skoda,Superb,2010,54000,Petrol,Automatic,First,0,3597,5,600000,white,25,168,4,0,0,10
Hyundai,i20,2018,18521,Diesel,Manual,First,23,1396,5,918000,black,10,210,1,1,0,0
Maruti,Celerio,2017,26400,Petrol,Manual,First,23,998,5,499000,black,18,42,4,1,0,0
Skoda,Laura,2011,31900,Petrol,Manual,First,13,1798,5,375000,silver,25,106,4,1,0,9
Ford,Figo,2010,39000,Diesel,Manual,First,20,1399,5,250000,silver,8,77,1,1,0,9
Honda,Jazz,2016,45671,Diesel,Manual,First,27,1498,5,720000,silver,9,99,1,1,0,9
Mercedes-Benz,E-Class,2016,39500,Diesel,Automatic,First,15,2143,5,2950000,red,19,60,1,0,0,8
Mercedes-Benz,GLA,2015,54000,Diesel,Automatic,First,18,2143,5,1755000,red,19,84,1,0,0,8
Volvo,S60,2012,20000,Diesel,Automatic,First,19,1985,5,1200000,white,30,150,1,0,0,10
Audi,A8,2009,55000,Diesel,Automatic,First,12,2967,5,1350000,blue,1,13,1,0,0,1
Hyundai,Verna,2014,48000,Diesel,Automatic,First,22,1582,5,509999,white,10,184,1,0,0,10
BMW,3,2011,70000,Diesel,Automatic,First,23,1995,5,1030000,white,2,2,1,0,0,10
Hyundai,Verna,2014,62000,Diesel,Manual,First,22,1582,5,570000,white,10,184,1,1,0,10
Maruti,Wagon R,2014,41994,Petrol,Manual,First,23,998,5,341000,white,18,189,4,1,0,10
Ford,Figo,2010,108882,Diesel,Manual,Second,20,1399,5,240000,custom,8,77,1,1,2,3
Mahindra,KUV,2017,24806,Petrol,Manual,First,18,1198,6,560000,silver,17,102,4,1,0,9
Tata,Indigo,2006,160000,Diesel,Manual,First,17,1405,5,100000,white,27,97,1,1,0,10
Mahindra,TUV,2017,30000,Diesel,Automatic,First,18,1493,7,819999,white,17,171,1,0,0,10
Audi,Q3,2015,51000,Diesel,Automatic,First,15,1968,5,2750000,silver,1,135,1,0,0,9
Maruti,Wagon R,2015,64876,Petrol,Manual,First,22,1197,5,350000,silver,18,189,4,1,0,9
Maruti,Celerio,2016,70536,CNG,Manual,First,32,998,5,458000,silver,18,42,0,1,0,9
Maruti,Vitara,2017,25299,Diesel,Manual,First,24,1248,5,1034000,silver,18,186,1,1,0,9
Mahindra,Scorpio,2006,89869,Diesel,Manual,First,13,2609,8,325000,black,17,161,1,1,0,0
Hyundai,Tucson,2007,103515,Diesel,Manual,Third,13,1991,7,500000,black,10,179,1,1,3,0
Hyundai,Santro,2008,68282,Petrol,Manual,First,18,1086,5,225000,brown,10,159,4,1,0,2
Porsche,Panamera,2014,60033,Diesel,Automatic,First,18,2967,4,5152000,brown,23,127,1,0,0,2
Maruti,Vitara,2018,51921,Diesel,Manual,First,24,1248,5,861999,silver,18,186,1,1,0,9
Maruti,Swift,2017,18414,Diesel,Manual,First,23,1248,5,725000,silver,18,169,1,1,0,9
Honda,Amaze,2016,40866,Petrol,Manual,First,20,1199,5,547000,black,9,16,4,1,0,0
Jaguar,XF,2014,55001,Diesel,Automatic,First,16,2179,5,3100000,brown,13,198,1,0,0,2
Mini,Cooper,2017,20469,Petrol,Automatic,First,17,1998,4,3597999,silver,20,50,4,0,0,9
Hyundai,EON,2017,8500,Petrol,Manual,First,21,814,5,342000,white,10,61,4,1,0,10
Audi,A6,2008,45000,Diesel,Automatic,Second,17,2967,5,1150000,black,1,11,1,0,2,0
Hyundai,i20,2016,6000,Petrol,Manual,First,17,1197,5,725000,black,10,210,4,1,0,0
Maruti,Swift,2018,11000,Diesel,Manual,First,28,1248,5,800000,silver,18,169,1,1,0,9
Ford,Ecosport,2015,80064,Diesel,Manual,First,23,1498,5,733000,white,8,63,1,1,0,10
Maruti,Wagon R,2016,29930,Petrol,Manual,First,19,998,5,335000,black,18,189,4,1,0,0
Volkswagen,Vento,2013,49105,Diesel,Manual,First,20,1498,5,440000,black,29,181,1,1,0,0
Toyota,Etios,2012,55000,Petrol,Manual,First,18,1496,5,299000,black,28,72,4,1,0,0
Honda,Jazz,2015,23000,Petrol,Manual,First,19,1199,5,560000,green,9,99,4,1,0,4
Volkswagen,CrossPolo,2016,54727,Diesel,Manual,First,20,1498,5,663000,green,29,54,1,1,0,4
Volkswagen,Ameo,2018,31426,Diesel,Manual,First,22,1498,5,790000,silver,29,17,1,1,0,9
Honda,City,2015,53442,Petrol,Manual,First,17,1497,5,700000,silver,9,44,4,1,0,9
Honda,Brio,2014,28000,Petrol,Automatic,First,17,1198,5,495000,blue,9,31,4,0,0,1
Skoda,Rapid,2017,13412,Petrol,Automatic,First,14,1598,5,919000,white,25,142,4,0,0,10
Hyundai,Verna,2011,70000,Diesel,Manual,First,17,1493,5,509999,silver,10,184,1,1,0,9
Hyundai,i20,2015,81310,Diesel,Manual,First,21,1396,5,590000,silver,10,210,1,1,0,9
Maruti,Baleno,2019,13574,Petrol,Automatic,First,21,1197,5,951000,silver,18,25,4,0,0,9
Honda,CR-V,2008,75000,Petrol,Manual,Second,11,2354,5,390000,silver,9,35,4,1,2,9
Maruti,Swift,2014,58310,Petrol,Manual,Second,19,1197,5,539000,silver,18,169,4,1,2,9
Maruti,Swift,2009,90000,Diesel,Manual,Second,19,1248,5,300000,silver,18,169,1,1,2,9
Maruti,Swift,2012,83000,Diesel,Manual,First,23,1248,5,430000,silver,18,169,1,1,0,9
Maruti,Swift,2017,37282,Petrol,Manual,First,21,1197,5,675000,silver,18,169,4,1,0,9
Hyundai,Grand,2017,23000,Petrol,Manual,First,19,1197,5,450000,silver,10,91,4,1,0,9
Ford,Fiesta,2010,82000,Diesel,Manual,First,18,1399,5,275000,grey,8,76,1,1,0,5
Hyundai,Verna,2016,31000,Diesel,Manual,First,24,1582,5,900000,white,10,184,1,1,0,10
Maruti,Wagon R,2001,200000,Petrol,Manual,First,12,0,0,70000,black,18,189,4,1,0,0
Ford,Figo,2014,45001,Diesel,Manual,Second,20,1399,5,254999,black,8,77,1,1,2,0
Tata,Manza,2014,50446,Diesel,Manual,First,21,1248,5,354000,black,27,112,1,1,0,0
Honda,Civic,2009,89000,Petrol,Manual,First,14,1799,5,425000,white,9,45,4,1,0,10
Maruti,Alto,2007,72000,Petrol,Manual,Second,20,796,5,120000,grey,18,15,4,1,2,5
BMW,5,2013,90000,Diesel,Automatic,First,22,1995,5,1950000,grey,2,3,1,0,0,5
Mahindra,XUV500,2015,76000,Diesel,Manual,Second,16,2179,7,1200000,grey,17,201,1,1,2,5
Maruti,Ritz,2012,78401,Diesel,Manual,First,23,1248,5,390000,grey,18,145,1,1,0,5
Maruti,Vitara,2017,38426,Diesel,Manual,First,24,1248,5,913000,grey,18,186,1,1,0,5
Maruti,Eeco,2011,45000,Petrol,Manual,First,15,1196,7,225000,white,18,64,4,1,0,10
Maruti,Swift,2012,83000,Petrol,Manual,First,18,1197,5,325000,white,18,169,4,1,0,10
Hyundai,Creta,2017,50170,Diesel,Automatic,First,17,1582,5,1479000,white,10,53,1,0,0,10
Maruti,Wagon R,2010,37822,Petrol,Manual,First,23,998,5,235000,silver,18,189,4,1,0,9
Maruti,Celerio,2015,33517,Diesel,Manual,First,28,793,5,310000,grey,18,42,1,1,0,5
Hyundai,Santa,2014,110000,Diesel,Automatic,First,13,2199,7,1290000,blue,10,158,1,0,0,1
Hyundai,EON,2017,60000,Petrol,Manual,First,21,814,5,250000,grey,10,61,4,1,0,5
Hyundai,i20,2013,92408,Petrol,Manual,First,19,1197,5,365000,blue,10,210,4,1,0,1
Hyundai,Verna,2014,45000,Petrol,Manual,First,17,1591,5,750000,white,10,184,4,1,0,10
Honda,Brio,2013,33793,Petrol,Manual,First,18,1198,5,374000,grey,9,31,4,1,0,5
Maruti,Swift,2017,26327,Petrol,Manual,First,20,1197,5,586000,grey,18,169,4,1,0,5
Mercedes-Benz,New,2018,20604,Diesel,Automatic,First,19,2143,5,3961999,black,19,118,1,0,0,0
Maruti,Swift,2018,61386,Diesel,Manual,First,25,1248,5,705000,red,18,169,1,1,0,8
Maruti,Swift,2018,11500,Diesel,Automatic,First,28,1248,5,750000,blue,18,169,1,0,0,1
Chevrolet,Beat,2012,58000,Diesel,Manual,First,25,936,5,210000,blue,4,26,1,1,0,1
Skoda,Superb,2014,38000,Petrol,Automatic,First,14,1798,5,1160000,blue,25,168,4,0,0,1
Mercedes-Benz,New,2012,49000,Diesel,Automatic,Second,15,2143,5,1925000,red,19,118,1,0,2,8
Toyota,Innova,2017,72202,Diesel,Manual,First,14,2393,8,1792000,white,28,98,1,1,0,10
Hyundai,i10,2016,7000,Petrol,Manual,First,20,1197,5,360000,custom,10,209,4,1,0,3
Honda,Amaze,2014,20000,Diesel,Manual,Second,26,1498,5,450000,white,9,16,1,1,2,10
Hyundai,i20,2017,14061,Diesel,Manual,First,22,1396,5,740000,silver,10,210,1,1,0,9
Mercedes-Benz,GLE,2018,30706,Diesel,Automatic,First,12,2987,5,5929000,blue,19,86,1,0,0,1
Mahindra,Scorpio,2011,51387,Diesel,Manual,First,12,2179,7,550000,blue,17,161,1,1,0,1
Hyundai,Getz,2006,44000,Petrol,Manual,Second,15,1341,5,175000,blue,10,90,4,1,2,1
Maruti,Baleno,2016,12208,Petrol,Manual,First,21,1197,5,675000,blue,18,25,4,1,0,1
Chevrolet,Optra,2011,55000,Diesel,Manual,First,17,1991,5,395000,blue,4,124,1,1,0,1
Hyundai,Verna,2011,61600,Petrol,Manual,First,17,1591,5,420000,silver,10,184,4,1,0,9
Honda,City,2016,28414,Petrol,Manual,First,17,1497,5,840000,silver,9,44,4,1,0,9
Volkswagen,Polo,2017,27853,Petrol,Automatic,First,17,1197,5,825000,silver,29,131,4,0,0,9
Honda,Brio,2013,55116,Petrol,Manual,First,19,1198,5,331000,black,9,31,4,1,0,0
Maruti,Swift,2017,26000,Diesel,Manual,First,27,1248,5,750000,black,18,169,1,1,0,0
Honda,City,2012,45496,Petrol,Manual,First,17,1497,5,475000,white,9,44,4,1,0,10
Mahindra,Ssangyong,2013,76000,Diesel,Automatic,Second,11,2696,7,878999,white,17,165,1,0,2,10
Skoda,Superb,2014,136000,Petrol,Manual,First,13,1798,5,950000,black,25,168,4,1,0,0
Hyundai,Santro,2009,100000,Petrol,Manual,First,0,0,0,160000,black,10,159,4,1,0,0
Maruti,Alto,2010,38127,Petrol,Manual,First,20,796,5,155000,blue,18,15,4,1,0,1
Hyundai,i20,2014,82450,Diesel,Manual,First,23,1396,5,585000,red,10,210,1,1,0,8
Ford,Ecosport,2014,62497,Petrol,Manual,First,16,1499,5,752000,red,8,63,4,1,0,8
Nissan,Micra,2011,86732,Diesel,Manual,First,23,1461,5,360000,black,22,113,1,1,0,0
Honda,Brio,2016,27969,Petrol,Manual,First,19,1198,5,473000,white,9,31,4,1,0,10
Mahindra,Ssangyong,2013,66372,Diesel,Automatic,First,11,2696,7,1050000,white,17,165,1,0,0,10
BMW,7,2013,73525,Diesel,Automatic,First,16,2993,5,3454000,white,2,5,1,0,0,10
Hyundai,Grand,2018,20689,Petrol,Manual,First,19,1197,5,607000,black,10,91,4,1,0,0
Maruti,Baleno,2018,25093,Petrol,Manual,First,21,1197,5,776000,black,18,25,4,1,0,0
Mahindra,Xylo,2016,49176,Diesel,Manual,First,12,2498,8,746000,white,17,204,1,1,0,10
Renault,Fluence,2012,87510,Diesel,Manual,First,22,1461,5,349000,white,24,78,1,1,0,10
Hyundai,i20,2012,38214,Petrol,Manual,Second,19,1197,5,405000,grey,10,210,4,1,2,5
Mitsubishi,Pajero,2013,48986,Diesel,Manual,First,11,2835,6,1188000,grey,21,126,1,1,0,5
Toyota,Corolla,2011,88000,Petrol,Automatic,First,15,1794,5,645000,custom,28,51,4,0,0,3
BMW,X5,2015,69002,Diesel,Automatic,First,16,2993,5,5000000,red,2,193,1,0,0,8
BMW,3,2011,43706,Petrol,Automatic,First,11,2497,5,900000,grey,2,2,4,0,0,5
Hyundai,Creta,2016,58671,Diesel,Automatic,First,17,1582,5,1425000,brown,10,53,1,0,0,2
Mahindra,TUV,2017,49404,Diesel,Manual,First,18,1493,7,736000,grey,17,171,1,1,0,5
Mahindra,Scorpio,2010,72000,Diesel,Manual,First,12,2179,8,440000,grey,17,161,1,1,0,5
Renault,KWID,2016,24000,Petrol,Manual,First,25,799,5,310000,grey,24,103,4,1,0,5
Renault,KWID,2017,53285,Petrol,Automatic,First,23,999,5,428000,black,24,103,4,0,0,0
Maruti,Swift,2017,12000,Petrol,Manual,First,16,1197,5,550000,blue,18,169,4,1,0,1
Skoda,Laura,2012,45000,Diesel,Automatic,First,17,1896,5,699000,blue,25,106,1,0,0,1
Maruti,Alto,2018,26234,Petrol,Manual,First,25,796,5,429000,red,18,15,4,1,0,8
